news_date	news_time	news_source	news_category	news_corp_select	news_poli_select	news_titles	news_urls		
15/06/2026	22:09	Nhandan	Khác			Hà Nội quy định hệ số bồi thường tối đa 2 lần khi cải tạo chung cư cũ	https://nhandan.vn/ha-noi-quy-dinh-he-so-boi-thuong-toi-da-2-lan-khi-cai-tao-chung-cu-cu-post969348.html		
15/06/2026	21:54	Nhandan	Khác			Tổng Bí thư, Chủ tịch nước Tô Lâm tiếp Đại sứ Đan Mạch chào từ biệt	https://nhandan.vn/tong-bi-thu-chu-tich-nuoc-to-lam-tiep-dai-su-dan-mach-chao-tu-biet-post969346.html		
15/06/2026	21:53	Vneconomy	Chứng Khoán			Sửa đổi Luật chứng khoán, bổ sung quy định về giao dịch điện tử, người hành nghề chứng khoán	https://vneconomy.vn/sua-doi-luat-chung-khoan-bo-sung-quy-dinh-ve-giao-dich-dien-tu-nguoi-hanh-nghe-chung-khoan.htm		
15/06/2026	21:52	Vneconomy	Chứng Khoán			Khối ngoại mua ròng giá trị "đột biến" hơn 4.200 tỷ, chủ yếu thỏa thuận ở VIC	https://vneconomy.vn/khoi-ngoai-mua-rong-gia-tri-dot-bien-hon-4200-ty-chu-yeu-thoa-thuan-o-vic.htm		
15/06/2026	21:51	Vietstock	Chứng Khoán		TAKE	Phó Chủ tịch UBCKNN: Cần tiếp tục sửa đổi Luật Chứng khoán	http://vietstock.vn/2026/06/pho-chu-tich-ubcknn-can-tiep-tuc-sua-doi-luat-chung-khoan-143-1454536.htm		http://vietstock.vn/2026/06/pho-chu-tich-ubcknn-can-tiep-tuc-sua-doi-luat-chung-khoan-143-1454536.htm
15/06/2026	21:40	Nhandan	Khác		TAKE	Miễn phí xe buýt trong Vành đai 1 hỗ trợ người dân chuyển đổi giao thông xanh	https://nhandan.vn/mien-phi-xe-buyt-trong-vanh-dai-1-ho-tro-nguoi-dan-chuyen-doi-giao-thong-xanh-post969345.html		https://nhandan.vn/mien-phi-xe-buyt-trong-vanh-dai-1-ho-tro-nguoi-dan-chuyen-doi-giao-thong-xanh-post969345.html
15/06/2026	21:36	Vneconomy	Thế Giới			Vietravel Airlines mở rộng mạng đường bay nội địa và quốc tế trong dịp hè 2026	https://vneconomy.vn/vietravel-airlines-mo-rong-mang-duong-bay-noi-dia-va-quoc-te-trong-dip-he-2026.htm		
15/06/2026	21:33	Vietstock	Tài Chính-Ngân Hàng	TAKE		BVBank bổ nhiệm thành viên mới Ban điều hành	http://vietstock.vn/2026/06/bvbank-bo-nhiem-thanh-vien-moi-ban-dieu-hanh-214-1454534.htm	http://vietstock.vn/2026/06/bvbank-bo-nhiem-thanh-vien-moi-ban-dieu-hanh-214-1454534.htm	
15/06/2026	21:25	Baochinhphu	Khác		TAKE	Vietnam Airlines chính thức khai thác đường bay thẳng Hà Nội - Amsterdam	https://baochinhphu.vn/vietnam-airlines-chinh-thuc-khai-thac-duong-bay-thang-ha-noi-amsterdam-102260615211918399.htm		https://baochinhphu.vn/vietnam-airlines-chinh-thuc-khai-thac-duong-bay-thang-ha-noi-amsterdam-102260615211918399.htm
15/06/2026	21:15	Vneconomy	Kinh Tế		TAKE	Tháo gỡ rào cản thực thi để tạo động lực cho kinh tế tư nhân	https://vneconomy.vn/thao-go-rao-can-thuc-thi-de-tao-dong-luc-cho-kinh-te-tu-nhan.htm		https://vneconomy.vn/thao-go-rao-can-thuc-thi-de-tao-dong-luc-cho-kinh-te-tu-nhan.htm
15/06/2026	21:00	TinNhanhCK	Chứng Khoán	TAKE		Chứng khoán ACB (ACBS) thông báo phát hành 6 mã chứng quyền có bảo đảm mới (Kỳ 1)	https://www.tinnhanhchungkhoan.vn/chung-khoan-acb-acbs-thong-bao-phat-hanh-6-ma-chung-quyen-co-bao-dam-moi-ky-1-post392429.html	https://www.tinnhanhchungkhoan.vn/chung-khoan-acb-acbs-thong-bao-phat-hanh-6-ma-chung-quyen-co-bao-dam-moi-ky-1-post392429.html	
15/06/2026	20:59	Baochinhphu	Khác			Quảng Ninh kỷ luật 3 giáo viên liên quan vụ giám thị hỗ trợ thí sinh làm bài	https://baochinhphu.vn/quang-ninh-ky-luat-3-giao-vien-lien-quan-vu-giam-thi-ho-tro-thi-sinh-lam-bai-102260615204824343.htm		
15/06/2026	20:40	Vietstock	Tài Chính-Ngân Hàng			Khởi tố vụ án chủ tàu cá vận chuyển trái phép hơn 47 vạn Nhân dân tệ qua biên giới	http://vietstock.vn/2026/06/khoi-to-vu-an-chu-tau-ca-van-chuyen-trai-phep-hon-47-van-nhan-dan-te-qua-bien-gioi-757-1454526.htm		
15/06/2026	20:39	Nhandan	Khác			Tăng cường truyền thông, phòng chống đuối nước đến trẻ em ở biên giới	https://nhandan.vn/tang-cuong-truyen-thong-phong-chong-duoi-nuoc-den-tre-em-o-bien-gioi-post969207.html		
15/06/2026	20:37	Nhandan	Khác			[Video] Thời sự 24h ngày 15/6: Tổng Bí thư, Chủ tịch nước Tô Lâm: Bảo đảm công bằng giáo dục trong giai đoạn mới	https://nhandan.vn/video-thoi-su-24h-ngay-156-tong-bi-thu-chu-tich-nuoc-to-lam-bao-dam-cong-bang-giao-duc-trong-giai-doan-moi-post969310.html		
15/06/2026	20:33	Nhandan	Khác			Tin nổi bật ngày 15/6: Tổng Bí thư, Chủ tịch nước Tô Lâm làm việc với ngành giáo dục và đào tạo; Thủ tướng Lê Minh Hưng điện đàm với Thủ tướng Trung Quốc Lý Cường	https://nhandan.vn/tin-noi-bat-ngay-156-tong-bi-thu-chu-tich-nuoc-to-lam-lam-viec-voi-nganh-giao-duc-va-dao-tao-thu-tuong-le-minh-hung-dien-dam-voi-thu-tuong-trung-quoc-ly-cuong-post969318.html		
15/06/2026	20:25	Baochinhphu	Khác			Phó Thủ tướng Thường trực Phạm Gia Túc tiếp Phó Thủ tướng, Bộ trưởng Tư pháp Lào	https://baochinhphu.vn/pho-thu-tuong-thuong-truc-pham-gia-tuc-tiep-pho-thu-tuong-bo-truong-tu-phap-lao-102260615202222328.htm		
15/06/2026	20:25	BaoDautu	Khác			Tập đoàn T&T đề xuất đầu tư loạt dự án đô thị, năng lượng tại Đắk Lắk	https://baodautu.vn/tap-doan-tt-de-xuat-dau-tu-loat-du-an-do-thi-nang-luong-tai-dak-lak-d621140.html		
15/06/2026	20:14	Baochinhphu	Thế Giới			Tổng Bí thư, Chủ tịch nước Tô Lâm: Xây dựng công tác tư tưởng của Đảng hiện đại, chủ động, chuyên nghiệp, hiệu quả	https://baochinhphu.vn/tong-bi-thu-chu-tich-nuoc-to-lam-xay-dung-cong-tac-tu-tuong-cua-dang-hien-dai-chu-dong-chuyen-nghiep-hieu-qua-10226061520025626.htm		
15/06/2026	20:13	Baochinhphu	Khác			Chủ tịch Quốc hội: Đối ngoại Quốc hội góp phần hoàn thiện thể chế, tạo môi trường thuận lợi cho phát triển	https://baochinhphu.vn/chu-tich-quoc-hoi-doi-ngoai-quoc-hoi-gop-phan-hoan-thien-the-che-tao-moi-truong-thuan-loi-cho-phat-trien-102260615200928608.htm		
15/06/2026	20:02	Vietstock	Doanh Nghiệp	TAKE		Lộc Trời chia tay EY, ký gấp với UHY để hoàn tất kiểm toán năm 2024	http://vietstock.vn/2026/06/loc-troi-chia-tay-ey-ky-gap-voi-uhy-de-hoan-tat-kiem-toan-nam-2024-737-1454509.htm	http://vietstock.vn/2026/06/loc-troi-chia-tay-ey-ky-gap-voi-uhy-de-hoan-tat-kiem-toan-nam-2024-737-1454509.htm	
15/06/2026	20:00	Vietstock	Khác			Thị trường chứng quyền ngày 16/06/2026: Thị trường tiếp tục phân hóa	http://vietstock.vn/2026/06/thi-truong-chung-quyen-ngay-16062026-thi-truong-tiep-tuc-phan-hoa-1636-1454357.htm		
15/06/2026	19:42	Viettimes	Khác			TP.HCM phấn đấu khởi công ít nhất một dự án nhà ở cho thuê lớn trong quý III/2026	https://viettimes.vn/tphcm-phan-dau-khoi-cong-it-nhat-mot-du-an-nha-o-cho-thue-lon-trong-quy-iii2026-post201558.html		
15/06/2026	19:41	Baochinhphu	Thế Giới			Một số dự án giao thông trọng điểm tiếp tục thiếu vật liệu thi công	https://baochinhphu.vn/mot-so-du-an-giao-thong-trong-diem-tiep-tuc-thieu-vat-lieu-thi-cong-102260615180321172.htm		
15/06/2026	19:37	Nhandan	Khác			Ủy viên Bộ Chính trị, Phó Thủ tướng, Bộ trưởng Tư pháp Lào bắt đầu chuyến thăm và làm việc tại Việt Nam	https://nhandan.vn/uy-vien-bo-chinh-tri-pho-thu-tuong-bo-truong-tu-phap-lao-bat-dau-chuyen-tham-va-lam-viec-tai-viet-nam-post969321.html		
15/06/2026	19:35	Nhandan	Khác			[Ảnh] Tổng Bí thư, Chủ tịch nước Tô Lâm tiếp Đại sứ Đan Mạch Nicolai Prytz	https://nhandan.vn/anh-tong-bi-thu-chu-tich-nuoc-to-lam-tiep-dai-su-dan-mach-nicolai-prytz-post969313.html		
15/06/2026	19:35	Nhandan	Khác			[Ảnh] Hội nghị công bố Quyết định của Bộ Chính trị về công tác cán bộ tại Báo Nhân Dân	https://nhandan.vn/anh-hoi-nghi-cong-bo-quyet-dinh-cua-bo-chinh-tri-ve-cong-tac-can-bo-tai-bao-nhan-dan-post969305.html		
15/06/2026	19:30	Vietstock	Chứng Khoán			Chứng khoán phái sinh ngày 16/06/2026: Tâm lý phân vân vẫn hiện hữu	http://vietstock.vn/2026/06/chung-khoan-phai-sinh-ngay-16062026-tam-ly-phan-van-van-hien-huu-1636-1454353.htm		
15/06/2026	19:23	Baochinhphu	Khác			Tổng Thư ký ASEAN: Việt Nam luôn đóng vai trò quan trọng, mang tính xây dựng trong quan hệ ASEAN – Nga	https://baochinhphu.vn/tong-thu-ky-asean-viet-nam-luon-dong-vai-tro-quan-trong-mang-tinh-xay-dung-trong-quan-he-asean-nga-102260615165922598.htm		
15/06/2026	19:19	Viettimes	Khác			Người phụ nữ 66 tuổi trầm cảm nặng sau khi mất chồng	https://viettimes.vn/nguoi-phu-nu-66-tuoi-tram-cam-nang-sau-khi-mat-chong-post201559.html		
15/06/2026	19:18	Vneconomy	Chứng Khoán			Cổ phiếu bán lẻ đang giao dịch ở mức thấp so với lịch sử	https://vneconomy.vn/co-phieu-ban-le-dang-giao-dich-o-muc-thap-so-voi-lich-su.htm		
15/06/2026	19:17	Vneconomy	Chứng Khoán			Có đến 70 quỹ cổ phiếu báo hiệu suất âm trong tháng 5 vừa qua	https://vneconomy.vn/co-den-70-quy-co-phieu-bao-hieu-suat-am-trong-thang-5-vua-qua.htm		
15/06/2026	19:17	Nhandan	Khác			Khánh Hòa: Bí thư Tỉnh ủy chỉ đạo giải quyết dứt điểm những vấn đề bức xúc của người dân	https://nhandan.vn/khanh-hoa-bi-thu-tinh-uy-chi-dao-giai-quyet-dut-diem-nhung-van-de-buc-xuc-cua-nguoi-dan-post969320.html		
15/06/2026	19:16	Vneconomy	Khác			Địa phương sẽ trực tiếp cấp chứng nhận gạo thơm xuất khẩu từ 1/7/2026	https://vneconomy.vn/dia-phuong-se-truc-tiep-cap-chung-nhan-gao-thom-xuat-khau-tu-172026.htm		
15/06/2026	19:13	Nhandan	Khác			Thủ trưởng Cảnh sát biển Việt Nam đối thoại với cán bộ, chiến sĩ Vùng Cảnh sát biển 3	https://nhandan.vn/thu-truong-canh-sat-bien-viet-nam-doi-thoai-voi-can-bo-chien-si-vung-canh-sat-bien-3-post969316.html		
15/06/2026	19:10	Baochinhphu	Khác			Tòa án nhân dân Tối cao mở cao điểm giải quyết đơn, án, không để quá hạn	https://baochinhphu.vn/toa-an-nhan-dan-toi-cao-mo-cao-diem-giai-quyet-don-an-khong-de-qua-han-102260615172037206.htm		
15/06/2026	19:07	Baochinhphu	Khác			Thủ tướng Lê Minh Hưng điện đàm với Thủ tướng Trung Quốc Lý Cường	https://baochinhphu.vn/thu-tuong-le-minh-hung-dien-dam-voi-thu-tuong-trung-quoc-ly-cuong-102260615112706596.htm		
15/06/2026	19:06	Baochinhphu	Khác			Phó Thủ tướng Lê Tiến Châu chủ trì họp rà soát 03 dự án luật	https://baochinhphu.vn/pho-thu-tuong-le-tien-chau-chu-tri-hop-ra-soat-03-du-an-luat-1022606151754405.htm		
15/06/2026	19:06	Vietstock	Bất Động Sản			Phạt doanh nghiệp bất động sản vì không công bố thông tin trái phiếu	http://vietstock.vn/2026/06/phat-doanh-nghiep-bat-dong-san-vi-khong-cong-bo-thong-tin-trai-phieu-737-1454472.htm		
15/06/2026	19:05	Viettimes	Khác			Bộ Công Thương: Hầu hết xe xăng tại Việt Nam tương thích xăng E10	https://viettimes.vn/bo-cong-thuong-hau-het-xe-xang-tai-viet-nam-tuong-thich-xang-e10-post201556.html		
15/06/2026	19:02	Nhandan	Khác			Huế mở đợt cao điểm thu nhận mẫu ADN thân nhân liệt sĩ chưa xác định danh tính	https://nhandan.vn/hue-mo-dot-cao-diem-thu-nhan-mau-adn-than-nhan-liet-si-chua-xac-dinh-danh-tinh-post969242.html		
15/06/2026	19:00	Baochinhphu	Khác			Tổng Bí thư, Chủ tịch nước Tô Lâm: Chuyển mạnh từ tư duy “quản lý giáo dục” sang “quản trị phát triển giáo dục”	https://baochinhphu.vn/tong-bi-thu-chu-tich-nuoc-to-lam-chuyen-manh-tu-tu-duy-quan-ly-giao-duc-sang-quan-tri-phat-trien-giao-duc-102260615170239036.htm		
15/06/2026	18:59	Nhandan	Khác			Phú Thọ trao giải 15 báo cáo viên, tuyên truyền viên xuất sắc	https://nhandan.vn/phu-tho-trao-giai-15-bao-cao-vien-tuyen-truyen-vien-xuat-sac-post969309.html		
15/06/2026	18:57	Nhandan	Thế Giới			Vì lợi ích quốc gia, dân tộc, phục vụ tốt nhất các mục tiêu phát triển đất nước	https://nhandan.vn/vi-loi-ich-quoc-gia-dan-toc-phuc-vu-tot-nhat-cac-muc-tieu-phat-trien-dat-nuoc-post969319.html		
15/06/2026	18:56	Nhandan	Thế Giới			Báo chí cần có nhiều tác phẩm mang tính bút chiến, đấu tranh trực diện với những quan điểm sai trái, xuyên tạc	https://nhandan.vn/bao-chi-can-co-nhieu-tac-pham-mang-tinh-but-chien-dau-tranh-truc-dien-voi-nhung-quan-diem-sai-trai-xuyen-tac-post969317.html		
15/06/2026	18:53	Nhandan	Chứng Khoán			[Infographic] Thị trường ngày 15/6: VN-Index tăng 7,66 điểm phiên đầu tuần	https://nhandan.vn/infographic-thi-truong-ngay-156-vn-index-tang-766-diem-phien-dau-tuan-post969315.html		
15/06/2026	18:53	Nhandan	Khác			Xây dựng công tác tư tưởng của Đảng hiện đại, chuyên nghiệp, vận hành đồng bộ trong mọi bối cảnh	https://nhandan.vn/xay-dung-cong-tac-tu-tuong-cua-dang-hien-dai-chuyen-nghiep-van-hanh-dong-bo-trong-moi-boi-canh-post969314.html		
15/06/2026	18:39	Vneconomy	Chứng Khoán			Đếm ngược 3 ngày đóng sổ đăng ký IPO DMX: Cơ hội đầu tư hấp dẫn	https://vneconomy.vn/dem-nguoc-3-ngay-dong-so-dang-ky-ipo-dmx-co-hoi-dau-tu-hap-dan.htm		
15/06/2026	18:39	Vneconomy	Doanh Nghiệp			Dấu ấn 10 năm Tuần hàng Việt Nam tại AEON Nhật Bản	https://vneconomy.vn/dau-an-10-nam-tuan-hang-viet-nam-tai-aeon-nhat-ban.htm		
15/06/2026	18:33	Viettimes	Khác			Tổng bí thư, Chủ tịch nước: Kiểm soát chi phí học tập, chấn chỉnh dạy thêm, bệnh thành tích	https://viettimes.vn/tong-bi-thu-chu-tich-nuoc-kiem-soat-chi-phi-hoc-tap-chan-chinh-day-them-benh-thanh-tich-post201555.html		
15/06/2026	18:31	Nhandan	Khác			Lâm Đồng: Người đàn ông tử vong do nghi ăn nấm độc	https://nhandan.vn/lam-dong-nguoi-dan-ong-tu-vong-do-nghi-an-nam-doc-post969311.html		
15/06/2026	18:28	TinNhanhCK	Chứng Khoán	TAKE		Công ty Cổ phần Chứng khoán TP.HCM (HSC) thông báo về việc chào bán 18 mã chứng quyền có bảo đảm (kỳ 1)	https://www.tinnhanhchungkhoan.vn/cong-ty-co-phan-chung-khoan-tphcm-hsc-thong-bao-ve-viec-chao-ban-18-ma-chung-quyen-co-bao-dam-ky-1-post392433.html	https://www.tinnhanhchungkhoan.vn/cong-ty-co-phan-chung-khoan-tphcm-hsc-thong-bao-ve-viec-chao-ban-18-ma-chung-quyen-co-bao-dam-ky-1-post392433.html	
15/06/2026	18:20	Viettimes	Thế Giới			Bộ Y tế cảnh báo khẩn, yêu cầu thu hồi sữa Nara Organics sau 3 trẻ ngộ độc botulinum	https://viettimes.vn/bo-y-te-canh-bao-khan-yeu-cau-thu-hoi-sua-nara-organics-sau-3-tre-ngo-doc-botulinum-post201553.html		
15/06/2026	18:14	Viettimes	Bất Động Sản			Lãnh đạo Coteccons lên tiếng về tác động của VinCons đến thị trường xây dựng	https://viettimes.vn/lanh-dao-coteccons-len-tieng-ve-tac-dong-cua-vincons-den-thi-truong-xay-dung-post201554.html		
15/06/2026	18:10	Vietstock	Khác			Vietstock Daily 16/06/2026: Lực cầu trở lại?	http://vietstock.vn/2026/06/vietstock-daily-16062026-luc-cau-tro-lai-1636-1454397.htm		
15/06/2026	17:58	Viettimes	Thế Giới			Nhiều website bóng đá lậu ngang nhiên phát trái phép World Cup 2026	https://viettimes.vn/nhieu-website-bong-da-lau-ngang-nhien-phat-trai-phep-world-cup-2026-post201549.html		
15/06/2026	17:53	Nhandan	Khác			Thuế Đồng Nai làm việc với tinh thần “làm hết việc, không hết giờ”	https://nhandan.vn/thue-dong-nai-lam-viec-voi-tinh-than-lam-het-viec-khong-het-gio-post969298.html		
15/06/2026	17:52	Baochinhphu	Chính Sách-Chính Phủ		TAKE	Chỉ đạo, điều hành của Chính phủ, Thủ tướng Chính phủ ngày 15/6/2026 (1)	https://baochinhphu.vn/chi-dao-dieu-hanh-cua-chinh-phu-thu-tuong-chinh-phu-ngay-15-6-2026-1-102260615234905286.htm		https://baochinhphu.vn/chi-dao-dieu-hanh-cua-chinh-phu-thu-tuong-chinh-phu-ngay-15-6-2026-1-102260615234905286.htm
15/06/2026	17:50	Baochinhphu	Thế Giới			Thành phố Đồng Nai quyết tâm đạt mục tiêu tăng trưởng GRDP từ 10% trở lên	https://baochinhphu.vn/thanh-pho-dong-nai-quyet-tam-dat-muc-tieu-tang-truong-grdp-tu-10-tro-len-102260615172922585.htm		
15/06/2026	17:48	TinNhanhCK	Chứng Khoán		TAKE	Sửa Luật Chứng khoán, sẽ thêm nhiều giải pháp phát triển thị trường vốn	https://www.tinnhanhchungkhoan.vn/sua-luat-chung-khoan-se-them-nhieu-giai-phap-phat-trien-thi-truong-von-post392438.html		https://www.tinnhanhchungkhoan.vn/sua-luat-chung-khoan-se-them-nhieu-giai-phap-phat-trien-thi-truong-von-post392438.html
15/06/2026	17:47	Nhandan	Khác			Đà Nẵng khẩn trương tìm kiếm du khách nước ngoài nghi mất tích trên biển	https://nhandan.vn/da-nang-khan-truong-tim-kiem-du-khach-nuoc-ngoai-nghi-mat-tich-tren-bien-post969303.html		
15/06/2026	17:46	Nhandan	Kinh Tế			Nghị quyết số 10-NQ/TW: Nâng chuẩn FDI để nâng tầm nền kinh tế	https://nhandan.vn/nghi-quyet-so-10-nqtw-nang-chuan-fdi-de-nang-tam-nen-kinh-te-post969198.html		
15/06/2026	17:44	Baochinhphu	Khác		TAKE	Quy định mới về quản lý chi phí đầu tư xây dựng	https://baochinhphu.vn/quy-dinh-moi-ve-quan-ly-chi-phi-dau-tu-xay-dung-102260615172906556.htm		https://baochinhphu.vn/quy-dinh-moi-ve-quan-ly-chi-phi-dau-tu-xay-dung-102260615172906556.htm
15/06/2026	17:44	Nhandan	Khác			Thẩm tra Dự thảo Luật Phòng, chống phổ biến vũ khí hủy diệt hàng loạt	https://nhandan.vn/tham-tra-du-thao-luat-phong-chong-pho-bien-vu-khi-huy-diet-hang-loat-post969275.html		
15/06/2026	17:42	TinNhanhCK	Tài Chính-Ngân Hàng			Coteccons (CTD) ước lãi năm tài chính 2026 tăng 50%	https://www.tinnhanhchungkhoan.vn/coteccons-ctd-uoc-lai-nam-tai-chinh-2026-tang-50-post392428.html		
15/06/2026	17:41	Vietstock	Doanh Nghiệp	TAKE		HDBank chào bán gần 53.1 triệu trái phiếu trong đợt 2	http://vietstock.vn/2026/06/hdbank-chao-ban-gan-531-trieu-trai-phieu-trong-dot-2-757-1454316.htm	http://vietstock.vn/2026/06/hdbank-chao-ban-gan-531-trieu-trai-phieu-trong-dot-2-757-1454316.htm	
15/06/2026	17:39	BaoDautu	Khác			Đa dạng nguồn cung cho Lọc dầu Nghi Sơn, đảm bảo an ninh năng lượng đất nước	https://baodautu.vn/da-dang-nguon-cung-cho-loc-dau-nghi-son-dam-bao-an-ninh-nang-luong-dat-nuoc-d620630.html		
15/06/2026	17:37	Nhandan	Khác			[Ảnh] Tổng Bí thư, Chủ tịch nước Tô Lâm làm việc với Ban Tuyên giáo và Dân vận Trung ương	https://nhandan.vn/anh-tong-bi-thu-chu-tich-nuoc-to-lam-lam-viec-voi-ban-tuyen-giao-va-dan-van-trung-uong-post969196.html		
15/06/2026	17:37	BaoDautu	Khác			THACO tiến thêm bước mới trong làm chủ công nghệ đường sắt	https://baodautu.vn/thaco-tien-them-buoc-moi-trong-lam-chu-cong-nghe-duong-sat-d620990.html		
15/06/2026	17:36	Nhandan	Khác			Báo Việt Nam Độc lập và dòng chảy 101 năm Báo chí cách mạng Việt Nam	https://nhandan.vn/bao-viet-nam-doc-lap-va-dong-chay-101-nam-bao-chi-cach-mang-viet-nam-post969003.html		
15/06/2026	17:36	TinNhanhCK	Chứng Khoán			Sự kiện chứng khoán đáng chú ý ngày 16/6	https://www.tinnhanhchungkhoan.vn/su-kien-chung-khoan-dang-chu-y-ngay-166-post392426.html		
15/06/2026	17:36	TinNhanhCK	Chứng Khoán			Góc nhìn kỹ thuật phiên giao dịch chứng khoán ngày 16/6: Khả năng hình thành nhịp phục hồi	https://www.tinnhanhchungkhoan.vn/goc-nhin-ky-thuat-phien-giao-dich-chung-khoan-ngay-166-kha-nang-hinh-thanh-nhip-phuc-hoi-post392424.html		
15/06/2026	17:36	TinNhanhCK	Chứng Khoán			Nhận định thị trường phiên giao dịch ngày 16/6: Kiểm soát đòn bẩy	https://www.tinnhanhchungkhoan.vn/nhan-dinh-thi-truong-phien-giao-dich-ngay-166-kiem-soat-don-bay-post392425.html		
15/06/2026	17:36	TinNhanhCK	Tài Chính-Ngân Hàng			Thị trường tài chính 24h: Giá vàng thế giới tăng vọt, dầu thô giảm mạnh	https://www.tinnhanhchungkhoan.vn/thi-truong-tai-chinh-24h-gia-vang-the-gioi-tang-vot-dau-tho-giam-manh-post392383.html		
15/06/2026	17:34	Nhandan	Khác			Trường Cranleigh (Vương Quốc Anh) chính thức gia nhập thị trường Việt Nam thông qua hợp tác chiến lược với Sunshine Group	https://nhandan.vn/truong-cranleigh-vuong-quoc-anh-chinh-thuc-gia-nhap-thi-truong-viet-nam-thong-qua-hop-tac-chien-luoc-voi-sunshine-group-post969290.html		
15/06/2026	17:33	BaoDautu	Tài Chính-Ngân Hàng			Hơn 143.000 tỷ đồng tiền gửi tổ chức quay trở lại hệ thống ngân hàng	https://baodautu.vn/hon-143000-ty-dong-tien-gui-to-chuc-quay-tro-lai-he-thong-ngan-hang-d620944.html		
15/06/2026	17:32	Nhandan	Khác			Công tác đối ngoại đóng góp trực tiếp nâng cao vị thế thành phố Đà Nẵng	https://nhandan.vn/cong-tac-doi-ngoai-dong-gop-truc-tiep-nang-cao-vi-the-thanh-pho-da-nang-post969299.html		
15/06/2026	17:32	Vietnambusinessinsider	Thế Giới			Lần đầu tiên trên thị trường, dự án The Emerald boulevard &quot;hứa 1 đền 1&quot;, nếu trễ hẹn ký HĐMB: Còn pháp lý dự án là dấu chấm hỏi	https://vietnambusinessinsider.vn/lan-dau-tien-tren-thi-truong-du-an-the-emerald-boulevard-hua-1-den-1-neu-tre-hen-ky-hdmb-con-phap-ly-du-an-la-dau-cham-hoi-a53908.html		
15/06/2026	17:28	TinNhanhCK	Chứng Khoán			Đếm ngược 3 ngày đóng sổ đăng ký IPO DMX: Cơ hội sở hữu "Cỗ máy in tiền", tăng trưởng 2 con số	https://www.tinnhanhchungkhoan.vn/dem-nguoc-3-ngay-dong-so-dang-ky-ipo-dmx-co-hoi-so-huu-co-may-in-tien-tang-truong-2-con-so-post392423.html		
15/06/2026	17:27	Vietnambusinessinsider	Khác			Thái Lan mạnh tay xử phạt &quot;công ty bình phong&quot; do thương nhân Trung Quốc đội lốt	https://vietnambusinessinsider.vn/thai-lan-manh-tay-xu-phat-cong-ty-binh-phong-do-thuong-nhan-trung-quoc-doi-lot-a53909.html		
15/06/2026	17:26	Vietstock	Doanh Nghiệp	TAKE		HBS công bố kết quả rà soát nội bộ, đề cập dòng tiền hơn 13 ngàn tỷ ngoài sổ sách	http://vietstock.vn/2026/06/hbs-cong-bo-ket-qua-ra-soat-noi-bo-de-cap-dong-tien-hon-13-ngan-ty-ngoai-so-sach-737-1454309.htm	http://vietstock.vn/2026/06/hbs-cong-bo-ket-qua-ra-soat-noi-bo-de-cap-dong-tien-hon-13-ngan-ty-ngoai-so-sach-737-1454309.htm	
15/06/2026	17:24	Nhandan	Doanh Nghiệp			Masan tiếp tục ghi danh Top 50 Doanh nghiệp phát triển bền vững tiêu biểu	https://nhandan.vn/masan-tiep-tuc-ghi-danh-top-50-doanh-nghiep-phat-trien-ben-vung-tieu-bieu-post969283.html		
15/06/2026	17:19	Baochinhphu	Khác			Mở rộng Khu Công nghệ cao Thành phố Hồ Chí Minh	https://baochinhphu.vn/mo-rong-khu-cong-nghe-cao-thanh-pho-ho-chi-minh-102260615165821089.htm		
15/06/2026	17:19	Vietstock	Kinh Tế			Lập kỷ lục khách quốc tế, du lịch Việt Nam có đang rơi vào "bẫy số lượng"?	http://vietstock.vn/2026/06/lap-ky-luc-khach-quoc-te-du-lich-viet-nam-co-dang-roi-vao-bay-so-luong-768-1454355.htm		
15/06/2026	17:19	TinNhanhCK	Chứng Khoán			Huy động vốn cổ phần tăng tốc mạnh	https://www.tinnhanhchungkhoan.vn/huy-dong-von-co-phan-tang-toc-manh-post392406.html		
15/06/2026	17:18	TinNhanhCK	Chứng Khoán	TAKE		BVBank (BVB) bổ nhiệm Giám đốc Khối khách hàng cá nhân	https://www.tinnhanhchungkhoan.vn/bvbank-bvb-bo-nhiem-giam-doc-khoi-khach-hang-ca-nhan-post392417.html	https://www.tinnhanhchungkhoan.vn/bvbank-bvb-bo-nhiem-giam-doc-khoi-khach-hang-ca-nhan-post392417.html	
15/06/2026	17:17	Vietstock	Kinh Tế		TAKE	Thủ tướng Lê Minh Hưng điện đàm với Thủ tướng Trung Quốc	http://vietstock.vn/2026/06/thu-tuong-le-minh-hung-dien-dam-voi-thu-tuong-trung-quoc-761-1454358.htm		http://vietstock.vn/2026/06/thu-tuong-le-minh-hung-dien-dam-voi-thu-tuong-trung-quoc-761-1454358.htm
15/06/2026	17:16	TinNhanhCK	Chứng Khoán			Khối ngoại bất ngờ mua ròng hơn 4.200 tỷ đồng trong phiên 15/6	https://www.tinnhanhchungkhoan.vn/khoi-ngoai-bat-ngo-mua-rong-hon-4200-ty-dong-trong-phien-156-post392427.html		
